review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
barang aman cuma aku abuan dikit toleransi thanks,Positif,"{'classified_text': 'barang aman [4] cuma [-2] aku abuan dikit toleransi [4] thanks', 'tweet_text': ' barang aman cuma aku abuan dikit toleransi thanks', 'sentence_score': ['barang aman [4] cuma [-2] aku abuan dikit toleransi [4] thanks'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",barang aman [4] cuma [-2] aku abuan dikit toleransi [4] thanks, barang aman cuma aku abuan dikit toleransi thanks,['barang aman [4] cuma [-2] aku abuan dikit toleransi [4] thanks'],4,-2,positif
produk biasa paling parah layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah sedikit bakal fatal,Negatif,"{'classified_text': 'produk biasa [-3] paling parah [-6] layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah [-2] sedikit bakal fatal', 'tweet_text': ' produk biasa paling parah layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah sedikit bakal fatal', 'sentence_score': ['produk biasa [-3] paling parah [-6] layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah [-2] sedikit bakal fatal'], 'max_positive': 1, 'max_negative': -6, 'kelas': 'negatif'}",produk biasa [-3] paling parah [-6] layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah [-2] sedikit bakal fatal, produk biasa paling parah layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah sedikit bakal fatal,['produk biasa [-3] paling parah [-6] layan sangat tidak muas tidak helpfull tidak customer oriented hati kalau belanja sini salah [-2] sedikit bakal fatal'],1,-6,negatif
kata check out jam lama tau enggak boohong banget buat mau check out jangan percaya,Negatif,"{'classified_text': 'kata check out jam lama [-2] tau enggak boohong banget buat mau check out jangan percaya [-4]', 'tweet_text': ' kata check out jam lama tau enggak boohong banget buat mau check out jangan percaya', 'sentence_score': ['kata check out jam lama [-2] tau enggak boohong banget buat mau check out jangan percaya [-4]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",kata check out jam lama [-2] tau enggak boohong banget buat mau check out jangan percaya [-4], kata check out jam lama tau enggak boohong banget buat mau check out jangan percaya,['kata check out jam lama [-2] tau enggak boohong banget buat mau check out jangan percaya [-4]'],1,-4,negatif
kecewa pesan batal tidak pernah mau beli terima kasih alas beli toko harga pusat normal beli reseller harga lambung jauh ribu kecewa ganti produk eye care terima kasih beli batal sama somethinc jahat banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih belum kadang pre order sungguh kecewa beli official mana beli banyak terima kasih,Negatif,"{'classified_text': 'kecewa [-3] pesan batal tidak pernah mau beli terima kasih [4] alas beli toko harga pusat normal [-1] beli reseller harga lambung jauh [-2] ribu kecewa [-3] ganti produk eye care terima kasih [4] beli batal sama somethinc jahat [-5] banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih [4] belum kadang pre order sungguh kecewa [-4] beli official mana [-4] beli banyak terima kasih [4]', 'tweet_text': ' kecewa pesan batal tidak pernah mau beli terima kasih alas beli toko harga pusat normal beli reseller harga lambung jauh ribu kecewa ganti produk eye care terima kasih beli batal sama somethinc jahat banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih belum kadang pre order sungguh kecewa beli official mana beli banyak terima kasih', 'sentence_score': ['kecewa [-3] pesan batal tidak pernah mau beli terima kasih [4] alas beli toko harga pusat normal [-1] beli reseller harga lambung jauh [-2] ribu kecewa [-3] ganti produk eye care terima kasih [4] beli batal sama somethinc jahat [-5] banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih [4] belum kadang pre order sungguh kecewa [-4] beli official mana [-4] beli banyak terima kasih [4]'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",kecewa [-3] pesan batal tidak pernah mau beli terima kasih [4] alas beli toko harga pusat normal [-1] beli reseller harga lambung jauh [-2] ribu kecewa [-3] ganti produk eye care terima kasih [4] beli batal sama somethinc jahat [-5] banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih [4] belum kadang pre order sungguh kecewa [-4] beli official mana [-4] beli banyak terima kasih [4], kecewa pesan batal tidak pernah mau beli terima kasih alas beli toko harga pusat normal beli reseller harga lambung jauh ribu kecewa ganti produk eye care terima kasih beli batal sama somethinc jahat banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih belum kadang pre order sungguh kecewa beli official mana beli banyak terima kasih,['kecewa [-3] pesan batal tidak pernah mau beli terima kasih [4] alas beli toko harga pusat normal [-1] beli reseller harga lambung jauh [-2] ribu kecewa [-3] ganti produk eye care terima kasih [4] beli batal sama somethinc jahat [-5] banget pesan pakai usaha kalau tidak beli eye game changer sini mau beli stockist harga beda ribu ribu terima kasih [4] belum kadang pre order sungguh kecewa [-4] beli official mana [-4] beli banyak terima kasih [4]'],4,-5,negatif
beautiful package bintang buat safety nya,Positif,"{'classified_text': 'beautiful package bintang buat safety nya', 'tweet_text': ' beautiful package bintang buat safety nya', 'sentence_score': ['beautiful package bintang buat safety nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beautiful package bintang buat safety nya, beautiful package bintang buat safety nya,['beautiful package bintang buat safety nya'],1,-1,netral
kirim lama beda provinsi gapapa packingnya aman banget moga cocok baik kulit aku tipe kulit minyak,Negatif,"{'classified_text': 'kirim lama [-2] beda provinsi gapapa packingnya aman [5] banget moga cocok [3] baik [5] kulit aku tipe kulit minyak', 'tweet_text': ' kirim lama beda provinsi gapapa packingnya aman banget moga cocok baik kulit aku tipe kulit minyak', 'sentence_score': ['kirim lama [-2] beda provinsi gapapa packingnya aman [5] banget moga cocok [3] baik [5] kulit aku tipe kulit minyak'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",kirim lama [-2] beda provinsi gapapa packingnya aman [5] banget moga cocok [3] baik [5] kulit aku tipe kulit minyak, kirim lama beda provinsi gapapa packingnya aman banget moga cocok baik kulit aku tipe kulit minyak,['kirim lama [-2] beda provinsi gapapa packingnya aman [5] banget moga cocok [3] baik [5] kulit aku tipe kulit minyak'],5,-2,positif
top,Positif,"{'classified_text': 'top [4]', 'tweet_text': ' top', 'sentence_score': ['top [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",top [4], top,['top [4]'],4,-1,positif
tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi masalah kulit kerut masalah kulit jerawat masalah kulit pori besar tipe kulit sensitif,Positif,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi masalah [-4] kulit kerut [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi masalah kulit kerut masalah kulit jerawat masalah kulit pori besar tipe kulit sensitif', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi masalah [-4] kulit kerut [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] tipe kulit sensitif [-2]'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi masalah [-4] kulit kerut [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] tipe kulit sensitif [-2], tipe kulit minyak tipe kulit kering tipe kulit normal tipe kulit kombinasi masalah kulit kerut masalah kulit jerawat masalah kulit pori besar tipe kulit sensitif,['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] tipe kulit kombinasi masalah [-4] kulit kerut [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] tipe kulit sensitif [-2]'],3,-5,negatif
exp,Positif,"{'classified_text': 'exp', 'tweet_text': ' exp', 'sentence_score': ['exp'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",exp, exp,['exp'],1,-1,netral
pertama banget dulu sih beli bagus banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen sensasi waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka muncul tiba tiba,Netral,"{'classified_text': 'pertama banget dulu sih beli bagus [5] banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen [4] sensasi [-2] waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka [4] muncul tiba tiba', 'tweet_text': ' pertama banget dulu sih beli bagus banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen sensasi waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka muncul tiba tiba', 'sentence_score': ['pertama banget dulu sih beli bagus [5] banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen [4] sensasi [-2] waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka [4] muncul tiba tiba'], 'max_positive': 5, 'max_negative': -2, 'kelas': 'positif'}",pertama banget dulu sih beli bagus [5] banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen [4] sensasi [-2] waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka [4] muncul tiba tiba, pertama banget dulu sih beli bagus banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen sensasi waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka muncul tiba tiba,['pertama banget dulu sih beli bagus [5] banget muka waktu kemas biru mungkin tahun lalu belum viral perskincare an semenjak hamil stop pakai produk bayi mau coba kangen [4] sensasi [-2] waktu pakai dulu memang feelnya beda moga ngaruh jerawat suka [4] muncul tiba tiba'],5,-2,positif
tipe kulit minyak tipe kulit normal tipe kulit kering tipe kulit kombinasi masalah kulit jerawat masalah kulit kerut masalah kulit pori besar tipe kulit sensitif,Positif,"{'classified_text': 'tipe kulit minyak tipe kulit normal [-1] tipe kulit kering tipe kulit kombinasi masalah [-4] kulit jerawat masalah [-4] kulit kerut [-2] masalah [-5] kulit pori besar [3] tipe kulit sensitif [-2]', 'tweet_text': ' tipe kulit minyak tipe kulit normal tipe kulit kering tipe kulit kombinasi masalah kulit jerawat masalah kulit kerut masalah kulit pori besar tipe kulit sensitif', 'sentence_score': ['tipe kulit minyak tipe kulit normal [-1] tipe kulit kering tipe kulit kombinasi masalah [-4] kulit jerawat masalah [-4] kulit kerut [-2] masalah [-5] kulit pori besar [3] tipe kulit sensitif [-2]'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit normal [-1] tipe kulit kering tipe kulit kombinasi masalah [-4] kulit jerawat masalah [-4] kulit kerut [-2] masalah [-5] kulit pori besar [3] tipe kulit sensitif [-2], tipe kulit minyak tipe kulit normal tipe kulit kering tipe kulit kombinasi masalah kulit jerawat masalah kulit kerut masalah kulit pori besar tipe kulit sensitif,['tipe kulit minyak tipe kulit normal [-1] tipe kulit kering tipe kulit kombinasi masalah [-4] kulit jerawat masalah [-4] kulit kerut [-2] masalah [-5] kulit pori besar [3] tipe kulit sensitif [-2]'],3,-5,negatif
barang sesuai pesan,Positif,"{'classified_text': 'barang sesuai [3] pesan', 'tweet_text': ' barang sesuai pesan', 'sentence_score': ['barang sesuai [3] pesan'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang sesuai [3] pesan, barang sesuai pesan,['barang sesuai [3] pesan'],3,-1,positif
kirim oke saran facial wash nya mungkin perlu tambah fragrance biar bau lebih enak soal bau kurang nyaman guna,Positif,"{'classified_text': 'kirim oke [3] saran facial wash nya mungkin perlu tambah fragrance biar bau [-5] lebih enak [5] soal bau [-2] kurang [-2] nyaman [2] guna', 'tweet_text': ' kirim oke saran facial wash nya mungkin perlu tambah fragrance biar bau lebih enak soal bau kurang nyaman guna', 'sentence_score': ['kirim oke [3] saran facial wash nya mungkin perlu tambah fragrance biar bau [-5] lebih enak [5] soal bau [-2] kurang [-2] nyaman [2] guna'], 'max_positive': 5, 'max_negative': -5, 'kelas': 'netral'}",kirim oke [3] saran facial wash nya mungkin perlu tambah fragrance biar bau [-5] lebih enak [5] soal bau [-2] kurang [-2] nyaman [2] guna, kirim oke saran facial wash nya mungkin perlu tambah fragrance biar bau lebih enak soal bau kurang nyaman guna,['kirim oke [3] saran facial wash nya mungkin perlu tambah fragrance biar bau [-5] lebih enak [5] soal bau [-2] kurang [-2] nyaman [2] guna'],5,-5,netral
moga cocok soal dulu cocok banget pakai,Positif,"{'classified_text': 'moga cocok [3] soal dulu cocok [4] banget pakai', 'tweet_text': ' moga cocok soal dulu cocok banget pakai', 'sentence_score': ['moga cocok [3] soal dulu cocok [4] banget pakai'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",moga cocok [3] soal dulu cocok [4] banget pakai, moga cocok soal dulu cocok banget pakai,['moga cocok [3] soal dulu cocok [4] banget pakai'],4,-1,positif
kirim cepat mantap,Netral,"{'classified_text': 'kirim cepat [4] mantap [5]', 'tweet_text': ' kirim cepat mantap', 'sentence_score': ['kirim cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] mantap [5], kirim cepat mantap,['kirim cepat [4] mantap [5]'],5,-1,positif
alhamdulillah barang emas barang thank you kurir sicepat team avoskin,Negatif,"{'classified_text': 'alhamdulillah barang emas [4] barang thank you kurir sicepat team avoskin', 'tweet_text': ' alhamdulillah barang emas barang thank you kurir sicepat team avoskin', 'sentence_score': ['alhamdulillah barang emas [4] barang thank you kurir sicepat team avoskin'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah barang emas [4] barang thank you kurir sicepat team avoskin, alhamdulillah barang emas barang thank you kurir sicepat team avoskin,['alhamdulillah barang emas [4] barang thank you kurir sicepat team avoskin'],4,-1,positif
bahan gampang serap,Netral,"{'classified_text': 'bahan gampang serap', 'tweet_text': ' bahan gampang serap', 'sentence_score': ['bahan gampang serap'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",bahan gampang serap, bahan gampang serap,['bahan gampang serap'],1,-1,netral
bagus,Netral,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
bagus,Netral,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
oke,Negatif,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
gratis mini pouch terima kasih moga cocok,Netral,"{'classified_text': 'gratis mini pouch terima kasih [4] moga cocok [3]', 'tweet_text': ' gratis mini pouch terima kasih moga cocok', 'sentence_score': ['gratis mini pouch terima kasih [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",gratis mini pouch terima kasih [4] moga cocok [3], gratis mini pouch terima kasih moga cocok,['gratis mini pouch terima kasih [4] moga cocok [3]'],4,-1,positif
alhamdulillah barang moga cocok selau harga diskon yes,Negatif,"{'classified_text': 'alhamdulillah barang moga cocok [3] selau harga diskon yes', 'tweet_text': ' alhamdulillah barang moga cocok selau harga diskon yes', 'sentence_score': ['alhamdulillah barang moga cocok [3] selau harga diskon yes'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah barang moga cocok [3] selau harga diskon yes, alhamdulillah barang moga cocok selau harga diskon yes,['alhamdulillah barang moga cocok [3] selau harga diskon yes'],3,-1,positif
cocok sama produk,Positif,"{'classified_text': 'cocok [3] sama produk', 'tweet_text': ' cocok sama produk', 'sentence_score': ['cocok [3] sama produk'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] sama produk, cocok sama produk,['cocok [3] sama produk'],3,-1,positif
kali kali beli toko official kali beli selalu amanah thanks,Positif,"{'classified_text': 'kali kali beli toko official kali beli selalu amanah thanks', 'tweet_text': ' kali kali beli toko official kali beli selalu amanah thanks', 'sentence_score': ['kali kali beli toko official kali beli selalu amanah thanks'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",kali kali beli toko official kali beli selalu amanah thanks, kali kali beli toko official kali beli selalu amanah thanks,['kali kali beli toko official kali beli selalu amanah thanks'],1,-1,netral
barang nya oke,Positif,"{'classified_text': 'barang nya oke [3]', 'tweet_text': ' barang nya oke', 'sentence_score': ['barang nya oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang nya oke [3], barang nya oke,['barang nya oke [3]'],3,-1,positif
repeat order,Netral,"{'classified_text': 'repeat order', 'tweet_text': ' repeat order', 'sentence_score': ['repeat order'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",repeat order, repeat order,['repeat order'],1,-1,netral
masalah kulit pori besar,Negatif,"{'classified_text': 'masalah [-4] kulit pori besar [3]', 'tweet_text': ' masalah kulit pori besar', 'sentence_score': ['masalah [-4] kulit pori besar [3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",masalah [-4] kulit pori besar [3], masalah kulit pori besar,['masalah [-4] kulit pori besar [3]'],3,-4,negatif
beda nih pertama beli first time coba jatuh cinta banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang lah coba rugi dong sudah aku pindah haluan byeee,Negatif,"{'classified_text': 'beda nih pertama beli first time coba jatuh [-3] cinta [6] banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang [-3] lah coba rugi [-4] dong sudah aku pindah haluan bye', 'tweet_text': ' beda nih pertama beli first time coba jatuh cinta banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang lah coba rugi dong sudah aku pindah haluan bye', 'sentence_score': ['beda nih pertama beli first time coba jatuh [-3] cinta [6] banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang [-3] lah coba rugi [-4] dong sudah aku pindah haluan bye'], 'max_positive': 6, 'max_negative': -4, 'kelas': 'positif'}",beda nih pertama beli first time coba jatuh [-3] cinta [6] banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang [-3] lah coba rugi [-4] dong sudah aku pindah haluan bye, beda nih pertama beli first time coba jatuh cinta banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang lah coba rugi dong sudah aku pindah haluan bye,['beda nih pertama beli first time coba jatuh [-3] cinta [6] banget waktu pilih shade strawberrypine sama raspberry muffin terus beli dua rasa formula beda banget lebih minyak short lasting masa iya habis minum air hilang [-3] lah coba rugi [-4] dong sudah aku pindah haluan bye'],6,-4,positif
tipe kulit minyak tipe kulit sensitif masalah kulit jerawat masalah kulit pori besar overall worth,Netral,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] overall worth', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif masalah kulit jerawat masalah kulit pori besar overall worth', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] overall worth'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] overall worth, tipe kulit minyak tipe kulit sensitif masalah kulit jerawat masalah kulit pori besar overall worth,['tipe kulit minyak tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3] overall worth'],3,-5,negatif
cepat kirim baik bubble warp,Netral,"{'classified_text': 'cepat [4] kirim baik [4] bubble warp', 'tweet_text': ' cepat kirim baik bubble warp', 'sentence_score': ['cepat [4] kirim baik [4] bubble warp'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cepat [4] kirim baik [4] bubble warp, cepat kirim baik bubble warp,['cepat [4] kirim baik [4] bubble warp'],4,-1,positif
tipe kulit sensitif masalah kulit jerawat masalah kulit pori besar,Netral,"{'classified_text': 'tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3]', 'tweet_text': ' tipe kulit sensitif masalah kulit jerawat masalah kulit pori besar', 'sentence_score': ['tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3]'], 'max_positive': 3, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3], tipe kulit sensitif masalah kulit jerawat masalah kulit pori besar,['tipe kulit sensitif [-2] masalah [-5] kulit jerawat masalah [-4] kulit pori besar [3]'],3,-5,negatif
harga ceban yay belum coba,Netral,"{'classified_text': 'harga ceban yay belum coba', 'tweet_text': ' harga ceban yay belum coba', 'sentence_score': ['harga ceban yay belum coba'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",harga ceban yay belum coba, harga ceban yay belum coba,['harga ceban yay belum coba'],1,-1,netral
beli sekian kali cocok muka kalo pas jerawat kulit tetap bnafas,Netral,"{'classified_text': 'beli sekian kali cocok [4] muka kalo pas jerawat kulit tetap bnafas', 'tweet_text': ' beli sekian kali cocok muka kalo pas jerawat kulit tetap bnafas', 'sentence_score': ['beli sekian kali cocok [4] muka kalo pas jerawat kulit tetap bnafas'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beli sekian kali cocok [4] muka kalo pas jerawat kulit tetap bnafas, beli sekian kali cocok muka kalo pas jerawat kulit tetap bnafas,['beli sekian kali cocok [4] muka kalo pas jerawat kulit tetap bnafas'],4,-1,positif
nyata baru pertama kali moga cocok,Netral,"{'classified_text': 'nyata baru pertama kali moga cocok [3]', 'tweet_text': ' nyata baru pertama kali moga cocok', 'sentence_score': ['nyata baru pertama kali moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",nyata baru pertama kali moga cocok [3], nyata baru pertama kali moga cocok,['nyata baru pertama kali moga cocok [3]'],3,-1,positif
mudah cocok terima kasih,Positif,"{'classified_text': 'mudah [3] cocok [4] terima kasih [4]', 'tweet_text': ' mudah cocok terima kasih', 'sentence_score': ['mudah [3] cocok [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mudah [3] cocok [4] terima kasih [4], mudah cocok terima kasih,['mudah [3] cocok [4] terima kasih [4]'],4,-1,positif
sering beli selalu cocok,Netral,"{'classified_text': 'sering beli selalu cocok [3]', 'tweet_text': ' sering beli selalu cocok', 'sentence_score': ['sering beli selalu cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sering beli selalu cocok [3], sering beli selalu cocok,['sering beli selalu cocok [3]'],3,-1,positif
barang datang selamat lama datang,Netral,"{'classified_text': 'barang datang selamat [4] lama [-2] datang', 'tweet_text': ' barang datang selamat lama datang', 'sentence_score': ['barang datang selamat [4] lama [-2] datang'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",barang datang selamat [4] lama [-2] datang, barang datang selamat lama datang,['barang datang selamat [4] lama [-2] datang'],4,-2,positif
packing nya bagus banget cream harga segitu tekstur ringan cepat resap kulit enggak bau sengat sama sekali moga cocok kulit aku kering bruntusan terima kasih,Positif,"{'classified_text': 'packing nya bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit enggak bau [4] sengat sama sekali moga cocok [3] kulit aku kering bruntusan terima kasih [4]', 'tweet_text': ' packing nya bagus banget cream harga segitu tekstur ringan cepat resap kulit enggak bau sengat sama sekali moga cocok kulit aku kering bruntusan terima kasih', 'sentence_score': ['packing nya bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit enggak bau [4] sengat sama sekali moga cocok [3] kulit aku kering bruntusan terima kasih [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing nya bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit enggak bau [4] sengat sama sekali moga cocok [3] kulit aku kering bruntusan terima kasih [4], packing nya bagus banget cream harga segitu tekstur ringan cepat resap kulit enggak bau sengat sama sekali moga cocok kulit aku kering bruntusan terima kasih,['packing nya bagus [5] banget cream harga segitu tekstur ringan cepat [4] resap kulit enggak bau [4] sengat sama sekali moga cocok [3] kulit aku kering bruntusan terima kasih [4]'],5,-1,positif
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
bahan ringan mudah serap cocok kulit aku jerawat enggak bikin breakout the best pokok,Netral,"{'classified_text': 'bahan ringan mudah [3] serap cocok [3] kulit aku jerawat enggak bikin breakout the best pokok', 'tweet_text': ' bahan ringan mudah serap cocok kulit aku jerawat enggak bikin breakout the best pokok', 'sentence_score': ['bahan ringan mudah [3] serap cocok [3] kulit aku jerawat enggak bikin breakout the best pokok'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan mudah [3] serap cocok [3] kulit aku jerawat enggak bikin breakout the best pokok, bahan ringan mudah serap cocok kulit aku jerawat enggak bikin breakout the best pokok,['bahan ringan mudah [3] serap cocok [3] kulit aku jerawat enggak bikin breakout the best pokok'],3,-1,positif
tipe kulit kombinasi masalah kulit jerawat,Netral,"{'classified_text': 'tipe kulit kombinasi masalah [-4] kulit jerawat', 'tweet_text': ' tipe kulit kombinasi masalah kulit jerawat', 'sentence_score': ['tipe kulit kombinasi masalah [-4] kulit jerawat'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulit kombinasi masalah [-4] kulit jerawat, tipe kulit kombinasi masalah kulit jerawat,['tipe kulit kombinasi masalah [-4] kulit jerawat'],1,-4,negatif
tipe kulit kombinasi,Netral,"{'classified_text': 'tipe kulit kombinasi', 'tweet_text': ' tipe kulit kombinasi', 'sentence_score': ['tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit kombinasi, tipe kulit kombinasi,['tipe kulit kombinasi'],1,-1,netral
tipe kulit minyak masalah kulit pori besar original terima kasih,Netral,"{'classified_text': 'tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4]', 'tweet_text': ' tipe kulit minyak masalah kulit pori besar original terima kasih', 'sentence_score': ['tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4], tipe kulit minyak masalah kulit pori besar original terima kasih,['tipe kulit minyak masalah [-4] kulit pori besar [3] original terima kasih [4]'],4,-4,netral
