review_tokens,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya,Positif,"{'classified_text': 'produk orisinal dan aman [4] kakak adminnya juga ramah [5] banget bakal repurchase lagi deh kayaknya', 'tweet_text': ' produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya', 'sentence_score': ['produk orisinal dan aman [4] kakak adminnya juga ramah [5] banget bakal repurchase lagi deh kayaknya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",produk orisinal dan aman [4] kakak adminnya juga ramah [5] banget bakal repurchase lagi deh kayaknya, produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya,['produk orisinal dan aman [4] kakak adminnya juga ramah [5] banget bakal repurchase lagi deh kayaknya'],5,-1,positif
pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou,Netral,"{'classified_text': 'pengiriman dan pengemasan cepat [5] banget aman [5] produk sesuai [3] sudah pernah coba dan lumayan [2] bikin jerawat cepat [4] mateng thankyou', 'tweet_text': ' pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou', 'sentence_score': ['pengiriman dan pengemasan cepat [5] banget aman [5] produk sesuai [3] sudah pernah coba dan lumayan [2] bikin jerawat cepat [4] mateng thankyou'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pengiriman dan pengemasan cepat [5] banget aman [5] produk sesuai [3] sudah pernah coba dan lumayan [2] bikin jerawat cepat [4] mateng thankyou, pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou,['pengiriman dan pengemasan cepat [5] banget aman [5] produk sesuai [3] sudah pernah coba dan lumayan [2] bikin jerawat cepat [4] mateng thankyou'],5,-1,positif
baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada,Netral,"{'classified_text': 'baunya agak aneh [-1] apek dan bau [-4] besi seperti [1] dari tempatnya saya pernah pakai sabun lain yang tanpa bau [4] tapi enggak pernah seperti [1] ini jadi kurang [-2] nyaman [2] pakainya dan sampai sekarang masih ada', 'tweet_text': ' baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada', 'sentence_score': ['baunya agak aneh [-1] apek dan bau [-4] besi seperti [1] dari tempatnya saya pernah pakai sabun lain yang tanpa bau [4] tapi enggak pernah seperti [1] ini jadi kurang [-2] nyaman [2] pakainya dan sampai sekarang masih ada'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",baunya agak aneh [-1] apek dan bau [-4] besi seperti [1] dari tempatnya saya pernah pakai sabun lain yang tanpa bau [4] tapi enggak pernah seperti [1] ini jadi kurang [-2] nyaman [2] pakainya dan sampai sekarang masih ada, baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada,['baunya agak aneh [-1] apek dan bau [-4] besi seperti [1] dari tempatnya saya pernah pakai sabun lain yang tanpa bau [4] tapi enggak pernah seperti [1] ini jadi kurang [-2] nyaman [2] pakainya dan sampai sekarang masih ada'],4,-4,netral
dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail love you kembali serebu,Netral,"{'classified_text': 'dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama [-2] langsung checkout kembali [-1] ini holy grail love you kembali [-1] serebu', 'tweet_text': ' dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail love you kembali serebu', 'sentence_score': ['dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama [-2] langsung checkout kembali [-1] ini holy grail love you kembali [-1] serebu'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama [-2] langsung checkout kembali [-1] ini holy grail love you kembali [-1] serebu, dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail love you kembali serebu,['dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama [-2] langsung checkout kembali [-1] ini holy grail love you kembali [-1] serebu'],1,-2,negatif
barang sampai dengan selamat packagingnya juga aman semoga cocok,Positif,"{'classified_text': 'barang sampai dengan selamat [4] packagingnya juga aman [4] semoga cocok [3]', 'tweet_text': ' barang sampai dengan selamat packagingnya juga aman semoga cocok', 'sentence_score': ['barang sampai dengan selamat [4] packagingnya juga aman [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang sampai dengan selamat [4] packagingnya juga aman [4] semoga cocok [3], barang sampai dengan selamat packagingnya juga aman semoga cocok,['barang sampai dengan selamat [4] packagingnya juga aman [4] semoga cocok [3]'],4,-1,positif
baru pertama kali coba semoga cocok thank you seller,Positif,"{'classified_text': 'baru pertama kali coba semoga cocok [3] thank you seller', 'tweet_text': ' baru pertama kali coba semoga cocok thank you seller', 'sentence_score': ['baru pertama kali coba semoga cocok [3] thank you seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama kali coba semoga cocok [3] thank you seller, baru pertama kali coba semoga cocok thank you seller,['baru pertama kali coba semoga cocok [3] thank you seller'],3,-1,positif
barang sampai dengan selamat,Negatif,"{'classified_text': 'barang sampai dengan selamat [4]', 'tweet_text': ' barang sampai dengan selamat', 'sentence_score': ['barang sampai dengan selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang sampai dengan selamat [4], barang sampai dengan selamat,['barang sampai dengan selamat [4]'],4,-1,positif
packing rapi dan aman barang sesuai pesanan,Netral,"{'classified_text': 'packing rapi [4] dan aman [4] barang sesuai [3] pesanan', 'tweet_text': ' packing rapi dan aman barang sesuai pesanan', 'sentence_score': ['packing rapi [4] dan aman [4] barang sesuai [3] pesanan'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packing rapi [4] dan aman [4] barang sesuai [3] pesanan, packing rapi dan aman barang sesuai pesanan,['packing rapi [4] dan aman [4] barang sesuai [3] pesanan'],4,-1,positif
this moisturizer is seriously game changer love how one bottle could last me months,Netral,"{'classified_text': 'this moisturizer is seriously game changer love how one bottle could last me months', 'tweet_text': ' this moisturizer is seriously game changer love how one bottle could last me months', 'sentence_score': ['this moisturizer is seriously game changer love how one bottle could last me months'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",this moisturizer is seriously game changer love how one bottle could last me months, this moisturizer is seriously game changer love how one bottle could last me months,['this moisturizer is seriously game changer love how one bottle could last me months'],1,-1,netral
baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus,Netral,"{'classified_text': 'baru mencoba pertama kali semoga bisa cocok [3] karena reviewnya bagus [4]', 'tweet_text': ' baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus', 'sentence_score': ['baru mencoba pertama kali semoga bisa cocok [3] karena reviewnya bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baru mencoba pertama kali semoga bisa cocok [3] karena reviewnya bagus [4], baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus,['baru mencoba pertama kali semoga bisa cocok [3] karena reviewnya bagus [4]'],4,-1,positif
mantap sesuai semoga cocok,Netral,"{'classified_text': 'mantap [4] sesuai [4] semoga cocok [3]', 'tweet_text': ' mantap sesuai semoga cocok', 'sentence_score': ['mantap [4] sesuai [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] sesuai [4] semoga cocok [3], mantap sesuai semoga cocok,['mantap [4] sesuai [4] semoga cocok [3]'],4,-1,positif
tadinya mau beli diofflinestore tapi mahal banget pas cek dionline store nya cuma karena dapat potongan sama lagi flashsale langsung beli,Positif,"{'classified_text': 'tadinya mau beli diofflinestore tapi mahal [-4] banget pas cek dionline store nya cuma [-2] karena dapat potongan sama lagi flashsale langsung beli', 'tweet_text': ' tadinya mau beli diofflinestore tapi mahal banget pas cek dionline store nya cuma karena dapat potongan sama lagi flashsale langsung beli', 'sentence_score': ['tadinya mau beli diofflinestore tapi mahal [-4] banget pas cek dionline store nya cuma [-2] karena dapat potongan sama lagi flashsale langsung beli'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tadinya mau beli diofflinestore tapi mahal [-4] banget pas cek dionline store nya cuma [-2] karena dapat potongan sama lagi flashsale langsung beli, tadinya mau beli diofflinestore tapi mahal banget pas cek dionline store nya cuma karena dapat potongan sama lagi flashsale langsung beli,['tadinya mau beli diofflinestore tapi mahal [-4] banget pas cek dionline store nya cuma [-2] karena dapat potongan sama lagi flashsale langsung beli'],1,-4,negatif
terima kasih,Positif,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih tapi tumben enggak ada gift nya,Netral,"{'classified_text': 'terima kasih [4] tapi tumben enggak ada gift nya', 'tweet_text': ' terima kasih tapi tumben enggak ada gift nya', 'sentence_score': ['terima kasih [4] tapi tumben enggak ada gift nya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] tapi tumben enggak ada gift nya, terima kasih tapi tumben enggak ada gift nya,['terima kasih [4] tapi tumben enggak ada gift nya'],4,-1,positif
tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian ini terima kasih [4]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian ini terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian ini terima kasih [4], tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,['tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian ini terima kasih [4]'],4,-4,netral
setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,Netral,"{'classified_text': 'setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok [-3]', 'tweet_text': ' setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok', 'sentence_score': ['setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok [-3], setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,['setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok [-3]'],1,-3,negatif
bagus,Positif,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,Positif,"{'classified_text': 'pengirimannya cukup [3] cepat [5] dan barang yang dikirimkan sesuai [3] pesanan expired datenya dan', 'tweet_text': ' pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan', 'sentence_score': ['pengirimannya cukup [3] cepat [5] dan barang yang dikirimkan sesuai [3] pesanan expired datenya dan'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pengirimannya cukup [3] cepat [5] dan barang yang dikirimkan sesuai [3] pesanan expired datenya dan, pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,['pengirimannya cukup [3] cepat [5] dan barang yang dikirimkan sesuai [3] pesanan expired datenya dan'],5,-1,positif
cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,Positif,"{'classified_text': 'cocok [3] dikulit saya enggak kering atau tertarik [4] pengiriman cepat [4] mantap [5]', 'tweet_text': ' cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap', 'sentence_score': ['cocok [3] dikulit saya enggak kering atau tertarik [4] pengiriman cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] dikulit saya enggak kering atau tertarik [4] pengiriman cepat [4] mantap [5], cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,['cocok [3] dikulit saya enggak kering atau tertarik [4] pengiriman cepat [4] mantap [5]'],5,-1,positif
lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,Positif,"{'classified_text': 'lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]', 'tweet_text': ' lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang', 'sentence_score': ['lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3], lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,['lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]'],3,-1,positif
barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,Positif,"{'classified_text': 'barang lengkap packing aman [4] dan rapi [4] belum coba productnya semoga cocok [3] tipe kulitku normal [-1]', 'tweet_text': ' barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal', 'sentence_score': ['barang lengkap packing aman [4] dan rapi [4] belum coba productnya semoga cocok [3] tipe kulitku normal [-1]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang lengkap packing aman [4] dan rapi [4] belum coba productnya semoga cocok [3] tipe kulitku normal [-1], barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,['barang lengkap packing aman [4] dan rapi [4] belum coba productnya semoga cocok [3] tipe kulitku normal [-1]'],4,-1,positif
bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,Positif,"{'classified_text': 'bacanya review nya bagus [4] mudahan juga cocok [3] terima kasih [4] bonusnya pas banget pas lagi butuh', 'tweet_text': ' bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh', 'sentence_score': ['bacanya review nya bagus [4] mudahan juga cocok [3] terima kasih [4] bonusnya pas banget pas lagi butuh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bacanya review nya bagus [4] mudahan juga cocok [3] terima kasih [4] bonusnya pas banget pas lagi butuh, bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,['bacanya review nya bagus [4] mudahan juga cocok [3] terima kasih [4] bonusnya pas banget pas lagi butuh'],4,-1,positif
cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,Netral,"{'classified_text': 'cocok [3] dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes', 'tweet_text': ' cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes', 'sentence_score': ['cocok [3] dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes, cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,['cocok [3] dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes'],3,-1,positif
sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,Netral,"{'classified_text': 'sebenarnya [3] bagus [5] tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget', 'tweet_text': ' sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget', 'sentence_score': ['sebenarnya [3] bagus [5] tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",sebenarnya [3] bagus [5] tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget, sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,['sebenarnya [3] bagus [5] tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget'],5,-1,positif
exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,Positif,"{'classified_text': 'exp date masih lama [-2] pengirimannya juga cepat [4] dapat diskonnya lumayan [2] lagi thanks somethinc', 'tweet_text': ' exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc', 'sentence_score': ['exp date masih lama [-2] pengirimannya juga cepat [4] dapat diskonnya lumayan [2] lagi thanks somethinc'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",exp date masih lama [-2] pengirimannya juga cepat [4] dapat diskonnya lumayan [2] lagi thanks somethinc, exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,['exp date masih lama [-2] pengirimannya juga cepat [4] dapat diskonnya lumayan [2] lagi thanks somethinc'],4,-2,positif
semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,Positif,"{'classified_text': 'semoga cocok [3] di kulitku yang sensitif [-2] ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout', 'tweet_text': ' semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout', 'sentence_score': ['semoga cocok [3] di kulitku yang sensitif [-2] ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",semoga cocok [3] di kulitku yang sensitif [-2] ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout, semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,['semoga cocok [3] di kulitku yang sensitif [-2] ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout'],3,-2,positif
belum dicoba semoga cocok,Netral,"{'classified_text': 'belum dicoba semoga cocok [3]', 'tweet_text': ' belum dicoba semoga cocok', 'sentence_score': ['belum dicoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",belum dicoba semoga cocok [3], belum dicoba semoga cocok,['belum dicoba semoga cocok [3]'],3,-1,positif
paket aman semoga cocok,Positif,"{'classified_text': 'paket aman [4] semoga cocok [3]', 'tweet_text': ' paket aman semoga cocok', 'sentence_score': ['paket aman [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket aman [4] semoga cocok [3], paket aman semoga cocok,['paket aman [4] semoga cocok [3]'],4,-1,positif
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,Netral,"{'classified_text': 'tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat', 'tweet_text': ' tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat', 'sentence_score': ['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat, tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat'],1,-5,negatif
kiriman cepat packing bagus,Positif,"{'classified_text': 'kiriman cepat [4] packing bagus [4]', 'tweet_text': ' kiriman cepat packing bagus', 'sentence_score': ['kiriman cepat [4] packing bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kiriman cepat [4] packing bagus [4], kiriman cepat packing bagus,['kiriman cepat [4] packing bagus [4]'],4,-1,positif
sesuai dengan deskripsi,Positif,"{'classified_text': 'sesuai [3] dengan deskripsi', 'tweet_text': ' sesuai dengan deskripsi', 'sentence_score': ['sesuai [3] dengan deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] dengan deskripsi, sesuai dengan deskripsi,['sesuai [3] dengan deskripsi'],3,-1,positif
ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok aaaa,Positif,"{'classified_text': 'ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok [3] a [2]', 'tweet_text': ' ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok a', 'sentence_score': ['ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok [3] a [2]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok [3] a [2], ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok a,['ingredients nya bikin penasaran jadi pengin mencoba sejauh ini selalu repurchase produk avo dan selalu cocok [3] a [2]'],3,-1,positif
pengirimannya lama banget tolong diganti kurirnya,Negatif,"{'classified_text': 'pengirimannya lama [-3] banget tolong diganti kurirnya', 'tweet_text': ' pengirimannya lama banget tolong diganti kurirnya', 'sentence_score': ['pengirimannya lama [-3] banget tolong diganti kurirnya'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",pengirimannya lama [-3] banget tolong diganti kurirnya, pengirimannya lama banget tolong diganti kurirnya,['pengirimannya lama [-3] banget tolong diganti kurirnya'],1,-3,negatif
pengemasan oke semoga cocok,Positif,"{'classified_text': 'pengemasan oke [3] semoga cocok [3]', 'tweet_text': ' pengemasan oke semoga cocok', 'sentence_score': ['pengemasan oke [3] semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pengemasan oke [3] semoga cocok [3], pengemasan oke semoga cocok,['pengemasan oke [3] semoga cocok [3]'],3,-1,positif
ok semoga cocok,Netral,"{'classified_text': 'ok [1] semoga cocok [3]', 'tweet_text': ' ok semoga cocok', 'sentence_score': ['ok [1] semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ok [1] semoga cocok [3], ok semoga cocok,['ok [1] semoga cocok [3]'],3,-1,positif
