review_tokens_SR,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
barang selamat packagingnya aman semoga cocok,Positif,"{'classified_text': 'barang selamat [4] packagingnya aman [4] semoga cocok [3]', 'tweet_text': ' barang selamat packagingnya aman semoga cocok', 'sentence_score': ['barang selamat [4] packagingnya aman [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang selamat [4] packagingnya aman [4] semoga cocok [3], barang selamat packagingnya aman semoga cocok,['barang selamat [4] packagingnya aman [4] semoga cocok [3]'],4,-1,positif
baru pertama kali coba semoga cocok thank you seller,Positif,"{'classified_text': 'baru pertama kali coba semoga cocok [3] thank you seller', 'tweet_text': ' baru pertama kali coba semoga cocok thank you seller', 'sentence_score': ['baru pertama kali coba semoga cocok [3] thank you seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama kali coba semoga cocok [3] thank you seller, baru pertama kali coba semoga cocok thank you seller,['baru pertama kali coba semoga cocok [3] thank you seller'],3,-1,positif
barang selamat,Negatif,"{'classified_text': 'barang selamat [4]', 'tweet_text': ' barang selamat', 'sentence_score': ['barang selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang selamat [4], barang selamat,['barang selamat [4]'],4,-1,positif
packing rapi aman barang sesuai pesanan,Netral,"{'classified_text': 'packing rapi [4] aman [5] barang sesuai [3] pesanan', 'tweet_text': ' packing rapi aman barang sesuai pesanan', 'sentence_score': ['packing rapi [4] aman [5] barang sesuai [3] pesanan'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing rapi [4] aman [5] barang sesuai [3] pesanan, packing rapi aman barang sesuai pesanan,['packing rapi [4] aman [5] barang sesuai [3] pesanan'],5,-1,positif
this moisturizer is seriously game changer love how one bottle could last me months,Netral,"{'classified_text': 'this moisturizer is seriously game changer love how one bottle could last me months', 'tweet_text': ' this moisturizer is seriously game changer love how one bottle could last me months', 'sentence_score': ['this moisturizer is seriously game changer love how one bottle could last me months'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",this moisturizer is seriously game changer love how one bottle could last me months, this moisturizer is seriously game changer love how one bottle could last me months,['this moisturizer is seriously game changer love how one bottle could last me months'],1,-1,netral
baru mencoba pertama kali semoga cocok reviewnya bagus,Netral,"{'classified_text': 'baru mencoba pertama kali semoga cocok [3] reviewnya bagus [4]', 'tweet_text': ' baru mencoba pertama kali semoga cocok reviewnya bagus', 'sentence_score': ['baru mencoba pertama kali semoga cocok [3] reviewnya bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baru mencoba pertama kali semoga cocok [3] reviewnya bagus [4], baru mencoba pertama kali semoga cocok reviewnya bagus,['baru mencoba pertama kali semoga cocok [3] reviewnya bagus [4]'],4,-1,positif
mantap sesuai semoga cocok,Netral,"{'classified_text': 'mantap [4] sesuai [4] semoga cocok [3]', 'tweet_text': ' mantap sesuai semoga cocok', 'sentence_score': ['mantap [4] sesuai [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] sesuai [4] semoga cocok [3], mantap sesuai semoga cocok,['mantap [4] sesuai [4] semoga cocok [3]'],4,-1,positif
tadinya mau beli diofflinestore mahal banget pas cek dionline store nya cuma potongan sama flashsale langsung beli,Positif,"{'classified_text': 'tadinya mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potongan sama flashsale langsung beli', 'tweet_text': ' tadinya mau beli diofflinestore mahal banget pas cek dionline store nya cuma potongan sama flashsale langsung beli', 'sentence_score': ['tadinya mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potongan sama flashsale langsung beli'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tadinya mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potongan sama flashsale langsung beli, tadinya mau beli diofflinestore mahal banget pas cek dionline store nya cuma potongan sama flashsale langsung beli,['tadinya mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potongan sama flashsale langsung beli'],1,-4,negatif
terima kasih,Positif,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih tumben enggak gift nya,Netral,"{'classified_text': 'terima kasih [4] tumben enggak gift nya', 'tweet_text': ' terima kasih tumben enggak gift nya', 'sentence_score': ['terima kasih [4] tumben enggak gift nya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] tumben enggak gift nya, terima kasih tumben enggak gift nya,['terima kasih [4] tumben enggak gift nya'],4,-1,positif
tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian terima kasih,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian terima kasih [4]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian terima kasih', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian terima kasih [4], tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian terima kasih,['tipe kulitku berminyak masalah [-4] kulitku jerawat semoga cocok [3] sama rangkaian terima kasih [4]'],4,-4,netral
semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok,Netral,"{'classified_text': 'semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok [-3]', 'tweet_text': ' semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok', 'sentence_score': ['semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok [-3], semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok,['semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian memang enggak cocok [-3]'],1,-3,negatif
bagus,Positif,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
pengirimannya cukup cepat barang dikirimkan sesuai pesanan expired datenya,Positif,"{'classified_text': 'pengirimannya cukup [3] cepat [5] barang dikirimkan sesuai [3] pesanan expired datenya', 'tweet_text': ' pengirimannya cukup cepat barang dikirimkan sesuai pesanan expired datenya', 'sentence_score': ['pengirimannya cukup [3] cepat [5] barang dikirimkan sesuai [3] pesanan expired datenya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pengirimannya cukup [3] cepat [5] barang dikirimkan sesuai [3] pesanan expired datenya, pengirimannya cukup cepat barang dikirimkan sesuai pesanan expired datenya,['pengirimannya cukup [3] cepat [5] barang dikirimkan sesuai [3] pesanan expired datenya'],5,-1,positif
cocok dikulit enggak kering tertarik pengiriman cepat mantap,Positif,"{'classified_text': 'cocok [3] dikulit enggak kering tertarik [4] pengiriman cepat [4] mantap [5]', 'tweet_text': ' cocok dikulit enggak kering tertarik pengiriman cepat mantap', 'sentence_score': ['cocok [3] dikulit enggak kering tertarik [4] pengiriman cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] dikulit enggak kering tertarik [4] pengiriman cepat [4] mantap [5], cocok dikulit enggak kering tertarik pengiriman cepat mantap,['cocok [3] dikulit enggak kering tertarik [4] pengiriman cepat [4] mantap [5]'],5,-1,positif
lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,Positif,"{'classified_text': 'lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]', 'tweet_text': ' lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang', 'sentence_score': ['lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3], lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,['lipstiknya mudah [3] patah saran kalau pakai jangan diulur terlalu panjang [3]'],3,-1,positif
barang lengkap packing aman rapi coba productnya semoga cocok tipe kulitku normal,Positif,"{'classified_text': 'barang lengkap packing aman [4] rapi [5] coba productnya semoga cocok [3] tipe kulitku normal [-1]', 'tweet_text': ' barang lengkap packing aman rapi coba productnya semoga cocok tipe kulitku normal', 'sentence_score': ['barang lengkap packing aman [4] rapi [5] coba productnya semoga cocok [3] tipe kulitku normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang lengkap packing aman [4] rapi [5] coba productnya semoga cocok [3] tipe kulitku normal [-1], barang lengkap packing aman rapi coba productnya semoga cocok tipe kulitku normal,['barang lengkap packing aman [4] rapi [5] coba productnya semoga cocok [3] tipe kulitku normal [-1]'],5,-1,positif
bacanya review nya bagus mudahan cocok terima kasih bonusnya pas banget pas butuh,Positif,"{'classified_text': 'bacanya review nya bagus [4] mudahan cocok [3] terima kasih [4] bonusnya pas banget pas butuh', 'tweet_text': ' bacanya review nya bagus mudahan cocok terima kasih bonusnya pas banget pas butuh', 'sentence_score': ['bacanya review nya bagus [4] mudahan cocok [3] terima kasih [4] bonusnya pas banget pas butuh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bacanya review nya bagus [4] mudahan cocok [3] terima kasih [4] bonusnya pas banget pas butuh, bacanya review nya bagus mudahan cocok terima kasih bonusnya pas banget pas butuh,['bacanya review nya bagus [4] mudahan cocok [3] terima kasih [4] bonusnya pas banget pas butuh'],4,-1,positif
cocok dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes,Netral,"{'classified_text': 'cocok [3] dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes', 'tweet_text': ' cocok dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes', 'sentence_score': ['cocok [3] dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes, cocok dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes,['cocok [3] dikulit pakai jerawat biji pipi meradang malam dikasih besoknya mendingan kempes'],3,-1,positif
sebenarnya bagus aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus banget,Netral,"{'classified_text': 'sebenarnya [3] bagus [5] aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget', 'tweet_text': ' sebenarnya bagus aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus banget', 'sentence_score': ['sebenarnya [3] bagus [5] aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",sebenarnya [3] bagus [5] aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget, sebenarnya bagus aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus banget,['sebenarnya [3] bagus [5] aku jatuhnya bikin bibir kering walaupun pakai lipstick pakai lipbalm warnanya pigmented banget merah queennya bagus [5] banget'],5,-1,positif
exp date lama pengirimannya cepat diskonnya lumayan thanks somethinc,Positif,"{'classified_text': 'exp date lama [-2] pengirimannya cepat [4] diskonnya lumayan [2] thanks somethinc', 'tweet_text': ' exp date lama pengirimannya cepat diskonnya lumayan thanks somethinc', 'sentence_score': ['exp date lama [-2] pengirimannya cepat [4] diskonnya lumayan [2] thanks somethinc'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",exp date lama [-2] pengirimannya cepat [4] diskonnya lumayan [2] thanks somethinc, exp date lama pengirimannya cepat diskonnya lumayan thanks somethinc,['exp date lama [-2] pengirimannya cepat [4] diskonnya lumayan [2] thanks somethinc'],4,-2,positif
semoga cocok kulitku sensitif banyak teman rekomen coba jadi langsung aku checkout,Positif,"{'classified_text': 'semoga cocok [3] kulitku sensitif [-2] banyak teman rekomen coba jadi langsung aku checkout', 'tweet_text': ' semoga cocok kulitku sensitif banyak teman rekomen coba jadi langsung aku checkout', 'sentence_score': ['semoga cocok [3] kulitku sensitif [-2] banyak teman rekomen coba jadi langsung aku checkout'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",semoga cocok [3] kulitku sensitif [-2] banyak teman rekomen coba jadi langsung aku checkout, semoga cocok kulitku sensitif banyak teman rekomen coba jadi langsung aku checkout,['semoga cocok [3] kulitku sensitif [-2] banyak teman rekomen coba jadi langsung aku checkout'],3,-2,positif
dicoba semoga cocok,Netral,"{'classified_text': 'dicoba semoga cocok [3]', 'tweet_text': ' dicoba semoga cocok', 'sentence_score': ['dicoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",dicoba semoga cocok [3], dicoba semoga cocok,['dicoba semoga cocok [3]'],3,-1,positif
paket aman semoga cocok,Positif,"{'classified_text': 'paket aman [4] semoga cocok [3]', 'tweet_text': ' paket aman semoga cocok', 'sentence_score': ['paket aman [4] semoga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket aman [4] semoga cocok [3], paket aman semoga cocok,['paket aman [4] semoga cocok [3]'],4,-1,positif
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,Netral,"{'classified_text': 'tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat', 'tweet_text': ' tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat', 'sentence_score': ['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat, tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,['tipe kulitku berminyak tipe kulitku kering tipe kulitku normal [-1] tipe kulitku kombinasi tipe kulitku sensitif [-2] masalah [-5] kulitku jerawat'],1,-5,negatif
kiriman cepat packing bagus,Positif,"{'classified_text': 'kiriman cepat [4] packing bagus [4]', 'tweet_text': ' kiriman cepat packing bagus', 'sentence_score': ['kiriman cepat [4] packing bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kiriman cepat [4] packing bagus [4], kiriman cepat packing bagus,['kiriman cepat [4] packing bagus [4]'],4,-1,positif
sesuai deskripsi,Positif,"{'classified_text': 'sesuai [3] deskripsi', 'tweet_text': ' sesuai deskripsi', 'sentence_score': ['sesuai [3] deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] deskripsi, sesuai deskripsi,['sesuai [3] deskripsi'],3,-1,positif
ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok aaaa,Positif,"{'classified_text': 'ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok [3] a [2]', 'tweet_text': ' ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok a', 'sentence_score': ['ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok [3] a [2]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok [3] a [2], ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok a,['ingredients nya bikin penasaran jadi pengin mencoba sejauh selalu repurchase produk avo selalu cocok [3] a [2]'],3,-1,positif
pengirimannya lama banget diganti kurirnya,Negatif,"{'classified_text': 'pengirimannya lama [-3] banget diganti kurirnya', 'tweet_text': ' pengirimannya lama banget diganti kurirnya', 'sentence_score': ['pengirimannya lama [-3] banget diganti kurirnya'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",pengirimannya lama [-3] banget diganti kurirnya, pengirimannya lama banget diganti kurirnya,['pengirimannya lama [-3] banget diganti kurirnya'],1,-3,negatif
pengemasan oke semoga cocok,Positif,"{'classified_text': 'pengemasan oke [3] semoga cocok [3]', 'tweet_text': ' pengemasan oke semoga cocok', 'sentence_score': ['pengemasan oke [3] semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pengemasan oke [3] semoga cocok [3], pengemasan oke semoga cocok,['pengemasan oke [3] semoga cocok [3]'],3,-1,positif
semoga cocok,Netral,"{'classified_text': 'semoga cocok [3]', 'tweet_text': ' semoga cocok', 'sentence_score': ['semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",semoga cocok [3], semoga cocok,['semoga cocok [3]'],3,-1,positif
bintang pertamanya dikirimin expired pembelian harga normal beli chat tanya perbedaan harga normal sale sale expired normal expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang waktu mengurusi return nya semoga kedepannya makin teliti packing aman bagus admin responsive thank you,Negatif,"{'classified_text': 'bintang pertamanya dikirimin expired pembelian harga normal [-1] beli chat tanya perbedaan harga normal [-1] sale sale expired normal [-1] expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang [-3] waktu mengurusi return nya semoga kedepannya makin teliti packing aman [4] bagus [5] admin responsive thank you', 'tweet_text': ' bintang pertamanya dikirimin expired pembelian harga normal beli chat tanya perbedaan harga normal sale sale expired normal expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang waktu mengurusi return nya semoga kedepannya makin teliti packing aman bagus admin responsive thank you', 'sentence_score': ['bintang pertamanya dikirimin expired pembelian harga normal [-1] beli chat tanya perbedaan harga normal [-1] sale sale expired normal [-1] expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang [-3] waktu mengurusi return nya semoga kedepannya makin teliti packing aman [4] bagus [5] admin responsive thank you'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",bintang pertamanya dikirimin expired pembelian harga normal [-1] beli chat tanya perbedaan harga normal [-1] sale sale expired normal [-1] expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang [-3] waktu mengurusi return nya semoga kedepannya makin teliti packing aman [4] bagus [5] admin responsive thank you, bintang pertamanya dikirimin expired pembelian harga normal beli chat tanya perbedaan harga normal sale sale expired normal expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang waktu mengurusi return nya semoga kedepannya makin teliti packing aman bagus admin responsive thank you,['bintang pertamanya dikirimin expired pembelian harga normal [-1] beli chat tanya perbedaan harga normal [-1] sale sale expired normal [-1] expired walaupun akhirnya return ganti expired proses return nya ribet banget terutama pihak expedisi sicepat segera pick up hari maksudnya kalau awal teliti enggak perlu buang [-3] waktu mengurusi return nya semoga kedepannya makin teliti packing aman [4] bagus [5] admin responsive thank you'],5,-3,positif
packing aman expired lama,Positif,"{'classified_text': 'packing aman [4] expired lama [-2]', 'tweet_text': ' packing aman expired lama', 'sentence_score': ['packing aman [4] expired lama [-2]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",packing aman [4] expired lama [-2], packing aman expired lama,['packing aman [4] expired lama [-2]'],4,-2,positif
huhu serum nya datang cepat banget pengiriman beli harga diskon baru pertama pakai semoga cocok muka ku tipe kulitku normal,Positif,"{'classified_text': 'huhu serum nya datang cepat [5] banget pengiriman beli harga diskon baru pertama pakai semoga cocok [3] muka ku tipe kulitku normal [-1]', 'tweet_text': ' huhu serum nya datang cepat banget pengiriman beli harga diskon baru pertama pakai semoga cocok muka ku tipe kulitku normal', 'sentence_score': ['huhu serum nya datang cepat [5] banget pengiriman beli harga diskon baru pertama pakai semoga cocok [3] muka ku tipe kulitku normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",huhu serum nya datang cepat [5] banget pengiriman beli harga diskon baru pertama pakai semoga cocok [3] muka ku tipe kulitku normal [-1], huhu serum nya datang cepat banget pengiriman beli harga diskon baru pertama pakai semoga cocok muka ku tipe kulitku normal,['huhu serum nya datang cepat [5] banget pengiriman beli harga diskon baru pertama pakai semoga cocok [3] muka ku tipe kulitku normal [-1]'],5,-1,positif
tipe kulitku sensitif,Netral,"{'classified_text': 'tipe kulitku sensitif [-2]', 'tweet_text': ' tipe kulitku sensitif', 'sentence_score': ['tipe kulitku sensitif [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulitku sensitif [-2], tipe kulitku sensitif,['tipe kulitku sensitif [-2]'],1,-2,negatif
paket lempar sama kurir jelas jelas tulisan fragile dusnya,Negatif,"{'classified_text': 'paket lempar sama kurir jelas [4] jelas [5] tulisan fragile dusnya', 'tweet_text': ' paket lempar sama kurir jelas jelas tulisan fragile dusnya', 'sentence_score': ['paket lempar sama kurir jelas [4] jelas [5] tulisan fragile dusnya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",paket lempar sama kurir jelas [4] jelas [5] tulisan fragile dusnya, paket lempar sama kurir jelas jelas tulisan fragile dusnya,['paket lempar sama kurir jelas [4] jelas [5] tulisan fragile dusnya'],5,-1,positif
barang baru pertama kali mencoba semoga cocok,Netral,"{'classified_text': 'barang baru pertama kali mencoba semoga cocok [3]', 'tweet_text': ' barang baru pertama kali mencoba semoga cocok', 'sentence_score': ['barang baru pertama kali mencoba semoga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",barang baru pertama kali mencoba semoga cocok [3], barang baru pertama kali mencoba semoga cocok,['barang baru pertama kali mencoba semoga cocok [3]'],3,-1,positif
serum terbaik buat memperbaiki skin barier rusak pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku,Positif,"{'classified_text': 'serum terbaik [4] buat memperbaiki skin barier rusak [-4] pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku', 'tweet_text': ' serum terbaik buat memperbaiki skin barier rusak pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku', 'sentence_score': ['serum terbaik [4] buat memperbaiki skin barier rusak [-4] pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",serum terbaik [4] buat memperbaiki skin barier rusak [-4] pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku, serum terbaik buat memperbaiki skin barier rusak pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel please jangan enggak produksi serum jadi pakai kulit aku,['serum terbaik [4] buat memperbaiki skin barier rusak [-4] pakai serum sejak hasilnya jerawatku enggak pernah muncul kulitku jadi enggak pernah rewel [-2] please jangan enggak produksi serum jadi pakai kulit aku'],4,-4,netral
mencari alternatif ingredients menyamarkan bekas jerawat aku enggak cocok sama vit niacin alpha arbutin,Netral,"{'classified_text': 'mencari alternatif ingredients menyamarkan [-3] bekas [-5] jerawat aku enggak cocok [-3] sama vit niacin alpha arbutin', 'tweet_text': ' mencari alternatif ingredients menyamarkan bekas jerawat aku enggak cocok sama vit niacin alpha arbutin', 'sentence_score': ['mencari alternatif ingredients menyamarkan [-3] bekas [-5] jerawat aku enggak cocok [-3] sama vit niacin alpha arbutin'], 'max_positive': 1, 'max_negative': -5, 'kelas': 'negatif'}",mencari alternatif ingredients menyamarkan [-3] bekas [-5] jerawat aku enggak cocok [-3] sama vit niacin alpha arbutin, mencari alternatif ingredients menyamarkan bekas jerawat aku enggak cocok sama vit niacin alpha arbutin,['mencari alternatif ingredients menyamarkan [-3] bekas [-5] jerawat aku enggak cocok [-3] sama vit niacin alpha arbutin'],1,-5,negatif
dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya,Positif,"{'classified_text': 'dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya', 'tweet_text': ' dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya', 'sentence_score': ['dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya, dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya,['dulu pernah memakai ngefek banget kulit bikin jadi lembab enggak beruntusan dibarengin sama refining tonernya'],1,-1,netral
